PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,PubMedBERT_Relation,BioLinkBERT_Relation,Relation,Source
16492989,Interleukin-6,IL-8,"Interleukin-6 (IL-6), interleukin-8 (IL-8), and procalcitonin (PCT) are important parameters in the diagnosis of sepsis and for differentiating between viral and bacterial infection in children.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16492989,Interleukin-6,PCT,"Interleukin-6 (IL-6), interleukin-8 (IL-8), and procalcitonin (PCT) are important parameters in the diagnosis of sepsis and for differentiating between viral and bacterial infection in children.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16492989,Interleukin-6,interleukin-8,"Interleukin-6 (IL-6), interleukin-8 (IL-8), and procalcitonin (PCT) are important parameters in the diagnosis of sepsis and for differentiating between viral and bacterial infection in children.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16492989,Interleukin-6,procalcitonin,"Interleukin-6 (IL-6), interleukin-8 (IL-8), and procalcitonin (PCT) are important parameters in the diagnosis of sepsis and for differentiating between viral and bacterial infection in children.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16511637,Tumor necrosis factor,sheddase,"Tumor necrosis factor (TNF)-alpha converting enzyme (TACE, also called ADAM17) is a key sheddase that releases TNF-alpha from its inactive cell-bound precursor.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16513762,Interleukin-17A,proinflammatory cytokine,Interleukin-17A (IL-17A) is a proinflammatory cytokine expressed in activated T-cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16529797,Interleukin-7,cytokine,Interleukin-7 (IL-7) is a cytokine with a central role in the development and maintenance of the peripheral T cell pool.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16532349,Interleukin-1 beta,TNF-alpha,"Interleukin-1 beta (IL-1beta) is an abundant cytokine, which, together with TNF-alpha, mediates inflammatory events in rheumatoid arthritis (RA).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16532349,Interleukin-1 beta,cytokine,"Interleukin-1 beta (IL-1beta) is an abundant cytokine, which, together with TNF-alpha, mediates inflammatory events in rheumatoid arthritis (RA).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16547946,Interleukin-15,4 alpha-helix bundle family,"Interleukin-15 (IL-15) is a pleiotropic cytokine of the 4 alpha-helix bundle family, which binds to a receptor complex that displays common elements with the IL-2 receptor and a unique high-affinity alpha chain.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16547946,Interleukin-15,IL-2 receptor,"Interleukin-15 (IL-15) is a pleiotropic cytokine of the 4 alpha-helix bundle family, which binds to a receptor complex that displays common elements with the IL-2 receptor and a unique high-affinity alpha chain.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16547946,Interleukin-15,pleiotropic cytokine,"Interleukin-15 (IL-15) is a pleiotropic cytokine of the 4 alpha-helix bundle family, which binds to a receptor complex that displays common elements with the IL-2 receptor and a unique high-affinity alpha chain.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16547946,Interleukin-15,receptor complex,"Interleukin-15 (IL-15) is a pleiotropic cytokine of the 4 alpha-helix bundle family, which binds to a receptor complex that displays common elements with the IL-2 receptor and a unique high-affinity alpha chain.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16564013,Tumor necrosis factor,proinflammatory cytokine,Tumor necrosis factor (TNF) is a proinflammatory cytokine that induces conflicting pro- and antiapoptotic signals whose relative strengths determine the extent of cell death.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16580225,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) is a potent proinflammatory cytokine also involved in cellular differentiation processes.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16580225,Tumor necrosis factor,proinflammatory cytokine,Tumor necrosis factor alpha (TNFalpha) is a potent proinflammatory cytokine also involved in cellular differentiation processes.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16594480,Tumor necrosis factor,multifunctional cytokine,"Tumor necrosis factor is multifunctional cytokine involved in various cell functions, such as differentiation, mitosis, angiogenesis, inflammation and immune controls.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16595180,Granulocyte colony-stimulating factor,cytokine,Granulocyte colony-stimulating factor (G-CSF) is the major cytokine involved in the control of neutrophil development.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16598953,Tumor necrosis factor,TNF family,Tumor necrosis factor (TNF)-related apoptosis--inducing ligand (TRAIL) is a member of TNF family.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16604092,Tumor necrosis factor,C-C chemokine,"1. Tumor necrosis factor (TNF)-alpha is known to induce the expression of CCL11 and CCR3 via the activation of NF-kappaB. CCL11 (eotaxin), the C-C chemokine, is a potent chemoattractant for eosinophils and Th2 lymphocytes, and CCR3 is the receptor for CCL11.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16604092,Tumor necrosis factor,CCL11,"1. Tumor necrosis factor (TNF)-alpha is known to induce the expression of CCL11 and CCR3 via the activation of NF-kappaB. CCL11 (eotaxin), the C-C chemokine, is a potent chemoattractant for eosinophils and Th2 lymphocytes, and CCR3 is the receptor for CCL11.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16604092,Tumor necrosis factor,CCR3,"1. Tumor necrosis factor (TNF)-alpha is known to induce the expression of CCL11 and CCR3 via the activation of NF-kappaB. CCL11 (eotaxin), the C-C chemokine, is a potent chemoattractant for eosinophils and Th2 lymphocytes, and CCR3 is the receptor for CCL11.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16604092,Tumor necrosis factor,NF-kappaB. CCL11,"1. Tumor necrosis factor (TNF)-alpha is known to induce the expression of CCL11 and CCR3 via the activation of NF-kappaB. CCL11 (eotaxin), the C-C chemokine, is a potent chemoattractant for eosinophils and Th2 lymphocytes, and CCR3 is the receptor for CCL11.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16604092,Tumor necrosis factor,eotaxin,"1. Tumor necrosis factor (TNF)-alpha is known to induce the expression of CCL11 and CCR3 via the activation of NF-kappaB. CCL11 (eotaxin), the C-C chemokine, is a potent chemoattractant for eosinophils and Th2 lymphocytes, and CCR3 is the receptor for CCL11.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16605124,Interleukin-4,Interferon-gamma,Different Schistosoma mansoni antigens; adult worm antigen (SWAP) and lung-stage antigen (SLAP) together with different cytokine adjuvants (Interferon-gamma and Interleukin-4) were used to immunize mice against.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16605124,Interleukin-4,SLAP,Different Schistosoma mansoni antigens; adult worm antigen (SWAP) and lung-stage antigen (SLAP) together with different cytokine adjuvants (Interferon-gamma and Interleukin-4) were used to immunize mice against.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16605124,Interleukin-4,Schistosoma mansoni antigens,Different Schistosoma mansoni antigens; adult worm antigen (SWAP) and lung-stage antigen (SLAP) together with different cytokine adjuvants (Interferon-gamma and Interleukin-4) were used to immunize mice against.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16605124,Interleukin-4,adult worm antigen,Different Schistosoma mansoni antigens; adult worm antigen (SWAP) and lung-stage antigen (SLAP) together with different cytokine adjuvants (Interferon-gamma and Interleukin-4) were used to immunize mice against.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16605124,Interleukin-4,cytokine adjuvants,Different Schistosoma mansoni antigens; adult worm antigen (SWAP) and lung-stage antigen (SLAP) together with different cytokine adjuvants (Interferon-gamma and Interleukin-4) were used to immunize mice against.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16614236,Tumor necrosis factor,multifunctional cytokine,"Tumor necrosis factor alpha (TNF-alpha), isolated 30 years ago, is a multifunctional cytokine playing a key role in apoptosis and cell survival as well as in inflammation and immunity.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16636188,Macrophage metalloelastase,matrix metalloproteinase,"Macrophage metalloelastase (matrix metalloproteinase [MMP]-12) is upregulated in atherosclerotic lesions and aneurysm; thus, increased MMP-12 activity may play an important role in the pathogenesis of atherosclerosis.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16640655,Interleukin-6,cytokine,"Interleukin-6 (IL-6) is a cytokine, which plays an important role in many chronic inflammatory diseases.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16644865,Interleukin-6,proinflammatory cytokine,"Interleukin-6 (IL-6, gene symbol IL6) is a proinflammatory cytokine.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16676104,Tumor necrosis factor,interleukin 6,"Tumor necrosis factor alpha, interleukin 6 and 1 have a pathogenic role in Crohn's disease.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16684962,Tumor necrosis factor,TNF receptor 1,Tumor necrosis factor (TNF) receptor-associated periodic syndrome (TRAPS) is an autosomal dominant systemic autoinflammatory disease associated with heterozygous mutations in TNF receptor 1 (TNFR1).,Association,Association,Association,Association,ENCODER_ENSEMBLE
16684962,Tumor necrosis factor,TNFR1,Tumor necrosis factor (TNF) receptor-associated periodic syndrome (TRAPS) is an autosomal dominant systemic autoinflammatory disease associated with heterozygous mutations in TNF receptor 1 (TNFR1).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16690997,Interleukin-15,proinflammatory cytokine,Interleukin-15 is a novel proinflammatory cytokine.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16698420,Interleukin-8,motogenic factor,"Interleukin-8 (IL-8), a potent chemoattractant, has been demonstrated to contribute to human cancer progression through its potential functions as a mitogenic, angiogenic, and motogenic factor.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16698422,Interleukin-6,cytokine,"Interleukin-6 (IL-6) is an important cytokine in liver regeneration, and elevated levels of IL-6 have been demonstrated in patients with chronic liver diseases (CLD).",Association,Association,Association,Association,ENCODER_ENSEMBLE
16716303,Tumor necrosis factor,Tnf,Tumor necrosis factor alpha (Tnf) plays a pleiotropic role in murine malaria.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16721634,Interleukin-6,growth factor,Interleukin-6 (IL-6) is a growth factor involved in many processes including carcinogenesis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16729293,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) is among the most prominent cytokines in rheumatoid arthritis (RA) and is secreted mainly by macrophages.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16729293,Tumor necrosis factor,cytokines,Tumor necrosis factor alpha (TNFalpha) is among the most prominent cytokines in rheumatoid arthritis (RA) and is secreted mainly by macrophages.,Association,Association,Association,Association,ENCODER_ENSEMBLE
16736998,Hepatocyte growth factor,angiogenic factor,Hepatocyte growth factor (HGF) is an angiogenic factor upregulated in ischaemic diseases.,Association,Association,Association,Association,ENCODER_ENSEMBLE
16740726,Tumor necrosis factor,TNF family,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (Apo2L/TRAIL) belongs to the TNF family known to transduce their death signals via cell membrane receptors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16740726,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (Apo2L/TRAIL) belongs to the TNF family known to transduce their death signals via cell membrane receptors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16740726,Tumor necrosis factor,cell membrane receptors,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (Apo2L/TRAIL) belongs to the TNF family known to transduce their death signals via cell membrane receptors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16741736,Interleukin-6,inflammatory cytokine,Interleukin-6 (IL-6) is an inflammatory cytokine with a well-documented role in inflammation and cancer.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16755914,Tumor necrosis factor,TNFalpha,"Tumor necrosis factor alpha (TNFalpha) is a pro-inflammatory cytokine, acting as a regulator of inflammation and immunity.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16755914,Tumor necrosis factor,pro-inflammatory cytokine,"Tumor necrosis factor alpha (TNFalpha) is a pro-inflammatory cytokine, acting as a regulator of inflammation and immunity.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16757480,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) is a potent pleiotropic cytokine produced by many cells in response to inflammatory stress.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16757480,Tumor necrosis factor,pleiotropic cytokine,Tumor necrosis factor alpha (TNFalpha) is a potent pleiotropic cytokine produced by many cells in response to inflammatory stress.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16770329,Interleukin-18,cytokine,"Interleukin-18 (IL-18) is a cytokine with proinflammatory and proatherogenic properties, which might be associated with the development of insulin resistance.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16770329,Interleukin-18,insulin,"Interleukin-18 (IL-18) is a cytokine with proinflammatory and proatherogenic properties, which might be associated with the development of insulin resistance.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16772601,Granulocyte colony-stimulating factor,cytokine,Granulocyte colony-stimulating factor (G-CSF) is the principal cytokine regulating granulopoiesis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16777324,Interleukin-1 beta,IL-1 receptor,Interleukin-1 beta (IL-1beta) and its endogenous IL-1 receptor antagonist (IL-1Ra) play an important role in inflammatory response and in pain modulation.,Association,Association,Negative_regulation,Association,ENCODER_ENSEMBLE
16777324,Interleukin-1 beta,IL-1Ra,Interleukin-1 beta (IL-1beta) and its endogenous IL-1 receptor antagonist (IL-1Ra) play an important role in inflammatory response and in pain modulation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16777324,Interleukin-1 beta,IL-1beta,Interleukin-1 beta (IL-1beta) and its endogenous IL-1 receptor antagonist (IL-1Ra) play an important role in inflammatory response and in pain modulation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16778207,Tumor necrosis factor,TNF family,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family of cytokines and has been shown to induce cell death in many types of tumor and transformed cells but not in normal cells.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16778207,Tumor necrosis factor,TRAIL,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family of cytokines and has been shown to induce cell death in many types of tumor and transformed cells but not in normal cells.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16778207,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family of cytokines and has been shown to induce cell death in many types of tumor and transformed cells but not in normal cells.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16778207,Tumor necrosis factor,cytokines,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family of cytokines and has been shown to induce cell death in many types of tumor and transformed cells but not in normal cells.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16784240,Interleukin-8,G protein-coupled receptor,"Interleukin-8 (IL-8), a member of the chemokine superfamily, exists as both monomers and dimers, and mediates its function by binding to neutrophil CXCR1 and CXCR2 receptors that belong to the G protein-coupled receptor class.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16784240,Interleukin-8,chemokine superfamily,"Interleukin-8 (IL-8), a member of the chemokine superfamily, exists as both monomers and dimers, and mediates its function by binding to neutrophil CXCR1 and CXCR2 receptors that belong to the G protein-coupled receptor class.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16785986,Tumor necrosis factor,TRAIL,"Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL, APO-2L) is a mediator of cell death that preferentially targets cancer cells.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16785986,Tumor necrosis factor,apoptosis-inducing ligand,"Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL, APO-2L) is a mediator of cell death that preferentially targets cancer cells.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16797905,Interleukin-6,cytokine,"Interleukin-6 (IL-6) is a pleiotropic cytokine which has been proposed as ""cytokine for gerontologists"" and linked to age-related metabolic disturbances such as the metabolic syndrome or type 2 diabetes.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16797905,Interleukin-6,pleiotropic cytokine,"Interleukin-6 (IL-6) is a pleiotropic cytokine which has been proposed as ""cytokine for gerontologists"" and linked to age-related metabolic disturbances such as the metabolic syndrome or type 2 diabetes.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16799214,Interleukin-6,multifunctional cytokine,Interleukin-6 (IL-6) is a multifunctional cytokine that plays a central role in host defense due to its wide range of immune and hematopoietic activities and also its potential ability to induce the acute phase response.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16799635,Tumor necrosis factor,TNFR) associated factor 4,Tumor necrosis factor receptor (TNFR) associated factor 4 (TRAF4) was initially identified as a gene amplified and overexpressed in breast carcinomas.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16799635,Tumor necrosis factor,TRAF4,Tumor necrosis factor receptor (TNFR) associated factor 4 (TRAF4) was initially identified as a gene amplified and overexpressed in breast carcinomas.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16799759,Tumor necrosis factor,TNF superfamily,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (Apo2L/TRAIL) is a new member of the TNF superfamily.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16799759,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (Apo2L/TRAIL) is a new member of the TNF superfamily.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16807060,Granulocyte colony-stimulating factor,pleiotropic cytokine,Granulocyte colony-stimulating factor (G-CSF) is a pleiotropic cytokine playing a major role as regulator of hematopoiesis and innate immune responses.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16835630,Tumor necrosis factor,tumor necrosis factor superfamily,Tumor necrosis factor-like weak inducer of apoptosis (TWEAK) is a member of the tumor necrosis factor superfamily.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16839190,Lymphotoxin-alpha,pro-inflammatory cytokine,Lymphotoxin-alpha (LTA) is a pro-inflammatory cytokine that plays an important role in the immune system and local inflammatory response.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16857167,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) is associated with a higher risk of cardiovascular disease.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16857801,Interleukin-18,immunostimulatory cytokine,Interleukin-18 (IL-18) is an immunostimulatory cytokine with antitumor activity in preclinical animal models.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16861072,Hepatocyte growth factor,c-met,"Hepatocyte growth factor (HGF) is mesenchymal-derived growth factor acting through a transmembrane tyrosine kinase receptor, c-met.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16861072,Hepatocyte growth factor,mesenchymal-derived growth factor,"Hepatocyte growth factor (HGF) is mesenchymal-derived growth factor acting through a transmembrane tyrosine kinase receptor, c-met.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16861072,Hepatocyte growth factor,transmembrane tyrosine kinase receptor,"Hepatocyte growth factor (HGF) is mesenchymal-derived growth factor acting through a transmembrane tyrosine kinase receptor, c-met.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16863613,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) is an important proinflammatory cytokine that has been implicated in the pathogenesis of inflammatory bowel disease (IBD).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16863613,Tumor necrosis factor,proinflammatory cytokine,Tumor necrosis factor alpha (TNFalpha) is an important proinflammatory cytokine that has been implicated in the pathogenesis of inflammatory bowel disease (IBD).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16865291,Tumor necrosis factor,inflammatory cytokine,Tumor necrosis factor (TNF) is a potent inflammatory cytokine that contributes to airway inflammation in asthma.,Association,Association,Association,Association,ENCODER_ENSEMBLE
16867162,Tumor necrosis factor,proinflammatory cytokine,Tumor necrosis factor (TNF)-alpha plays a prominent role in inflammations and is a proinflammatory cytokine that has been implicated in the pathogenesis of autoimmune and infectious diseases.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16868550,Interleukin-2,interleukin-15,Interleukin-2 and interleukin-15 have pivotal roles in the control of the life and death of lymphocytes.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16873088,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) in intestinal mucosa plays a key role in the inflammation characterizing Crohn's disease (CD).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16873097,Interleukin-4,interferon-gamma,The balance between CD4(+) T helper (Th1) lymphocytes producing interferon-gamma or Interleukin-4 (Th2) in the lungs may vary among diseases and during the progression of interstitial pneumonia (IP).,Association,Association,Association,Association,ENCODER_ENSEMBLE
16873716,Granulocyte colony-stimulating factor,SCF,"Granulocyte colony-stimulating factor (G-CSF) and stem cell factor (SCF) are potential new therapies to ameliorate post-myocardial infarction (post-MI) remodeling, as they enhance endogenous cardiac repair mechanisms and decrease cardiomyocyte apoptosis.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16873716,Granulocyte colony-stimulating factor,stem cell factor,"Granulocyte colony-stimulating factor (G-CSF) and stem cell factor (SCF) are potential new therapies to ameliorate post-myocardial infarction (post-MI) remodeling, as they enhance endogenous cardiac repair mechanisms and decrease cardiomyocyte apoptosis.",Association,Association,Association,Association,ENCODER_ENSEMBLE
16875492,Interferon gamma,IFNgamma,Interferon gamma (IFNgamma) is an important mediator of inflammatory liver damage as part of a complex cytokine network.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16875673,Stromal cell-derived factor 1,angiogenic chemokine,Stromal cell-derived factor 1 (CXCL12) is an angiogenic chemokine that is believed to act solely via its cognate receptor CXCR4.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16875673,Stromal cell-derived factor 1,cognate receptor CXCR4,Stromal cell-derived factor 1 (CXCL12) is an angiogenic chemokine that is believed to act solely via its cognate receptor CXCR4.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16892784,Tumor necrosis factor,ICAM-1,Tumor necrosis factor alpha (TNF-alpha) is involved in the up-regulation of intercellular adhesion molecule 1 (ICAM-1).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16892784,Tumor necrosis factor,intercellular adhesion molecule 1,Tumor necrosis factor alpha (TNF-alpha) is involved in the up-regulation of intercellular adhesion molecule 1 (ICAM-1).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16899198,Thymic stromal lymphopoietin,interleukin (IL)-7-like cytokine,Thymic stromal lymphopoietin (TSLP) is an interleukin (IL)-7-like cytokine that has recently been implicated as central to the microenvironment and is permissive for the immunologic cascade that initiates and propagates allergic immune responses.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16903904,Interleukin-10,cytokine,"Interleukin-10 (IL-10)-secreting T regulatory type 1 (Tr1) cells are defined by their specific cytokine production profile, which includes the secretion of high levels of IL-10 and transforming growth factor-beta(TGF-beta), and by their ability to suppress antigen-specific effector T-cell responses via a cytokine-dependent mechanism.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16903904,Interleukin-10,transforming growth factor-beta(TGF-beta,"Interleukin-10 (IL-10)-secreting T regulatory type 1 (Tr1) cells are defined by their specific cytokine production profile, which includes the secretion of high levels of IL-10 and transforming growth factor-beta(TGF-beta), and by their ability to suppress antigen-specific effector T-cell responses via a cytokine-dependent mechanism.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16904979,Tumor necrosis factor,TRADD,Tumor necrosis factor receptor I recruits tumor necrosis factor receptor-associated death domain (TRADD) and multiple kinases that ultimately phosphorylate inhibitor kappa B (IKB alpha).,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16904979,Tumor necrosis factor,inhibitor kappa B,Tumor necrosis factor receptor I recruits tumor necrosis factor receptor-associated death domain (TRADD) and multiple kinases that ultimately phosphorylate inhibitor kappa B (IKB alpha).,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16904979,Tumor necrosis factor,multiple kinases,Tumor necrosis factor receptor I recruits tumor necrosis factor receptor-associated death domain (TRADD) and multiple kinases that ultimately phosphorylate inhibitor kappa B (IKB alpha).,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16904979,Tumor necrosis factor,tumor necrosis factor receptor-associated death domain,Tumor necrosis factor receptor I recruits tumor necrosis factor receptor-associated death domain (TRADD) and multiple kinases that ultimately phosphorylate inhibitor kappa B (IKB alpha).,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
16918339,Tumor necrosis factor,TRAIL,Tumor necrosis factor apoptosis ligand (TRAIL) is a type II membrane-bound ligand displaying expression in a broad range of tissues and exhibiting a high grade of homology with the cytotoxic Fas ligand.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16918339,Tumor necrosis factor,cytotoxic Fas ligand,Tumor necrosis factor apoptosis ligand (TRAIL) is a type II membrane-bound ligand displaying expression in a broad range of tissues and exhibiting a high grade of homology with the cytotoxic Fas ligand.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16918339,Tumor necrosis factor,type II membrane-bound ligand,Tumor necrosis factor apoptosis ligand (TRAIL) is a type II membrane-bound ligand displaying expression in a broad range of tissues and exhibiting a high grade of homology with the cytotoxic Fas ligand.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16922616,Tumor necrosis factor,TNF family,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family of cytokines.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16922616,Tumor necrosis factor,TRAIL,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family of cytokines.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16922616,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family of cytokines.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16922616,Tumor necrosis factor,cytokines,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) is a member of the TNF family of cytokines.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16923369,Tumor necrosis factor,TRAIL,Tumor necrosis factor related apoptosis inducing ligand (TRAIL) induces cell death in a variety of tumors but not in normal cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16927297,Tumor necrosis factor,neuromodulatory cytokine,Tumor necrosis factor (TNF) is a potent pro-inflammatory and neuromodulatory cytokine.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
16941276,Interleukin-18,pro-inflammatory cytokine,Interleukin-18 (IL-18) is a potent pro-inflammatory cytokine with potential atherogenic properties whose role in human obesity has been recently suggested.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
